epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,134.974,4.31547,9.94069,0.65244,24.8139,4.81051,0.74963,0.84046,0.86945,0.21541,0,0,0,0,2.80773,9.84794,0.541,2.54174,7.95354,0.00056,0.00056,0.00056
2,280.678,2.63543,8.02244,0.61571,0.90989,3.3209,0.74928,0.87719,0.90276,0.38261,0,0,0,0,2.19099,8.1415,0.3228,0.96986,3.76057,0.00113248,0.00113248,0.00113248
3,424.177,1.74345,6.70108,0.49546,0.69376,2.19872,0.79708,0.91228,0.92018,0.47164,0,0,0,0,1.61591,9.02258,0.329,2.58522,3.6854,0.0016973,0.0016973,0.0016973
4,561.91,1.51093,5.49658,0.30205,0.65871,1.80954,0.31992,0.89474,0.38835,0.14017,0.06065,0.22807,0.01741,0.00215,2.12083,6.54684,0.13011,7.75954,4.61742,0.0019604,0.0019604,0.0019604
5,715.552,1.65718,5.21353,0.2374,0.69028,1.60732,0.99144,1,0.995,0.71761,0,0,0,0,1.18417,9.5805,0.04551,3.13401,2.45542,0.0019472,0.0019472,0.0019472
6,866.686,1.45001,4.84893,0.20909,0.61133,1.5199,0.98769,0.98246,0.99483,0.75402,0.0135,0.01754,0.00048,5e-05,0.91092,5.91256,0.10528,3.69962,1.9135,0.001934,0.001934,0.001934
7,1005.25,1.33035,4.63605,0.18596,0.52901,1.29494,0.9967,1,0.995,0.72657,0.61912,0.66667,0.43315,0.05301,0.94962,4.51236,0.13489,0.55616,1.82041,0.0019208,0.0019208,0.0019208
8,1143.13,1.31014,4.44148,0.19654,0.51248,1.24375,0.99249,0.98246,0.99466,0.74363,0.97527,0.96491,0.9642,0.40831,0.94456,3.35439,0.11911,1.41994,1.7507,0.0019076,0.0019076,0.0019076
9,1291.01,1.25717,4.31291,0.17719,0.50411,1.18006,1,0.99768,0.995,0.65867,0.98242,0.98034,0.9776,0.28588,1.34961,3.77263,0.10607,0.82026,2.52506,0.0018944,0.0018944,0.0018944
10,1441.7,1.26062,4.3193,0.16985,0.49404,1.13627,0.99462,1,0.995,0.75328,0.97699,0.98246,0.97583,0.3834,1.05572,3.5429,0.10332,0.56148,2.02326,0.0018812,0.0018812,0.0018812
11,1571.06,1.17658,4.1314,0.15295,0.45359,1.0855,0.99413,1,0.995,0.74684,0.97669,0.98246,0.97701,0.39139,0.94095,3.45455,0.09521,0.51533,1.81764,0.001868,0.001868,0.001868
12,1702.93,1.20378,4.12628,0.15106,0.44847,1.06907,0.99646,1,0.995,0.78709,0.97883,0.98246,0.98107,0.4899,0.8685,3.22234,0.08712,0.42914,1.645,0.0018548,0.0018548,0.0018548
13,1834.31,1.17709,4.02914,0.15244,0.44307,1.02684,0.99886,1,0.995,0.72277,0.98131,0.98246,0.98806,0.49153,1.23278,3.19778,0.09055,0.44497,2.49486,0.0018416,0.0018416,0.0018416
14,1965.81,1.19436,4.06913,0.15045,0.43383,1.01607,0.97381,1,0.99207,0.77628,0.95601,0.98246,0.97034,0.41294,0.90656,3.37505,0.09875,0.3973,1.8273,0.0018284,0.0018284,0.0018284
15,2090.31,1.17106,4.03739,0.13958,0.43311,1.04357,0.99758,1,0.995,0.78275,0.97345,0.96491,0.96312,0.36429,0.89038,3.52028,0.09199,0.44002,1.6315,0.0018152,0.0018152,0.0018152
16,2220.55,1.13743,3.91437,0.13,0.42045,0.95385,0.99892,1,0.995,0.69916,0.9814,0.98246,0.98455,0.37772,1.19374,3.60413,0.04603,0.45736,2.09129,0.001802,0.001802,0.001802
17,2361.85,1.20877,3.86831,0.13453,0.4367,0.93906,0.99896,1,0.995,0.78345,0.98144,0.98246,0.97889,0.50797,0.86352,3.12127,0.04911,0.43121,1.67585,0.0017888,0.0017888,0.0017888
18,2504.61,1.13353,3.93482,0.11146,0.42072,0.95933,0.99859,1,0.995,0.72213,0.98107,0.98246,0.98153,0.49706,1.04209,3.10127,0.05277,0.41229,2.20383,0.0017756,0.0017756,0.0017756
19,2631.79,1.14421,4.05969,0.11858,0.42329,0.9571,0.99894,1,0.995,0.76964,0.98141,0.98246,0.97867,0.50075,0.91639,3.03733,0.05413,0.40551,1.79595,0.0017624,0.0017624,0.0017624
20,2758.96,1.1238,3.82845,0.12144,0.40084,0.92949,0.99821,1,0.995,0.80764,0.9807,0.98246,0.97806,0.53038,0.81424,2.99771,0.05229,0.39219,1.47315,0.0017492,0.0017492,0.0017492
21,2901.8,1.11429,3.96418,0.10656,0.39775,0.94395,0.98206,1,0.995,0.81817,0.96479,0.98246,0.98611,0.52296,0.8055,3.03525,0.04849,0.37289,1.52893,0.001736,0.001736,0.001736
22,3051.85,1.13876,3.88564,0.10282,0.40881,0.93654,0.99758,1,0.995,0.79511,0.98008,0.98246,0.98497,0.49248,0.95383,3.06878,0.02872,0.45483,1.83738,0.0017228,0.0017228,0.0017228
23,3194.57,1.06712,3.87104,0.10213,0.39061,0.943,0.99896,1,0.995,0.82255,0.98144,0.98246,0.98322,0.51966,0.79548,3.10975,0.02387,0.34861,1.60764,0.0017096,0.0017096,0.0017096
24,3335.24,1.07037,3.8214,0.09182,0.38842,0.90775,1,1,0.995,0.78552,0.98246,0.98246,0.98744,0.49106,0.91298,3.07168,0.04956,0.43859,1.74134,0.0016964,0.0016964,0.0016964
25,3485.34,1.05715,3.8722,0.0902,0.38549,0.9231,0.99902,1,0.995,0.8215,0.98149,0.98246,0.9863,0.52197,0.85565,3.03791,0.04409,0.37723,1.54651,0.0016832,0.0016832,0.0016832
26,3633.06,1.1432,3.73913,0.09515,0.39335,0.84169,0.99824,1,0.995,0.78998,0.92815,0.92982,0.93444,0.41579,0.81249,3.28711,0.04228,0.40257,1.61486,0.00167,0.00167,0.00167
27,3763.93,1.07949,3.7806,0.09932,0.38908,0.86859,0.99909,1,0.995,0.83298,0.98154,0.98246,0.9805,0.52023,0.7944,3.01568,0.03031,0.40676,1.49949,0.0016568,0.0016568,0.0016568
28,3892.53,1.11767,3.54085,0.10327,0.38952,0.89641,0.9988,1,0.995,0.80972,0.98128,0.98246,0.98218,0.44529,0.79058,3.15289,0.02451,0.35275,1.40552,0.0016436,0.0016436,0.0016436
29,4025.75,1.09615,3.59864,0.10949,0.39791,0.93604,0.99729,1,0.995,0.75845,0.55523,0.50877,0.44993,0.10358,0.94527,4.67508,0.01604,0.50519,1.67456,0.0016304,0.0016304,0.0016304
30,4153.47,1.15703,3.61039,0.11137,0.41158,0.90797,0.99904,1,0.995,0.79252,0.98151,0.98246,0.98297,0.42546,0.80113,3.31501,0.01824,0.38812,1.46759,0.0016172,0.0016172,0.0016172
31,4279.62,1.1104,3.50855,0.10079,0.39747,0.91084,0.99603,1,0.995,0.80701,0.97855,0.98246,0.98002,0.54868,0.84155,2.99746,0.02412,0.35462,1.49931,0.001604,0.001604,0.001604
32,4402.09,1.11854,3.44948,0.11272,0.38854,0.83439,0.99815,1,0.995,0.79821,0.98063,0.98246,0.98289,0.39543,0.84107,3.37547,0.02251,0.42438,1.54156,0.0015908,0.0015908,0.0015908
33,4536.47,1.1197,3.50055,0.09931,0.3903,0.91514,0.99302,1,0.995,0.82021,0.90911,0.91228,0.9222,0.44196,0.80426,3.2486,0.02168,0.42497,1.47476,0.0015776,0.0015776,0.0015776
34,4671.78,1.10097,3.44875,0.10157,0.38842,0.88235,0.61681,0.98246,0.86348,0.60727,0.54267,0.77193,0.74715,0.35697,1.07295,3.6351,0.01713,0.94254,1.93991,0.0015644,0.0015644,0.0015644
35,4799.01,1.07432,3.44046,0.10759,0.37904,0.87885,0.9986,1,0.995,0.79754,0,0,0,0,0.92767,6.96941,0.02728,0.52925,1.7991,0.0015512,0.0015512,0.0015512
36,4923.9,1.11039,3.43996,0.10233,0.38254,0.8477,0.99759,1,0.995,0.81115,0.98008,0.98246,0.97659,0.53717,0.79343,3.00792,0.013,0.32962,1.5028,0.001538,0.001538,0.001538
